Title,Ingredients,Instructions,Category,Duration,ingredient_tags
Seafood balti,"For the seafood
225g/8oz cod fillet, skinned
and cubed
225g/8oz peeled and deveined
cooked prawns
6 crab sticks, halved lengthways
1 tablespoon freshly squeezed
lemon juice
1 teaspoon ground coriander
1 teaspoon chilli powder
1 teaspoon salt
1 teaspoon ground cumin
40g cornflour
For the vegetables
300ml/10fl oz corn oil
2 onions, chopped
1⁄2 cauliflower, cut into florets
100g/4oz French beans, cut into
2.5cm/1in lengths
175g/6oz sweetcorn
1 teaspoon shredded fresh
root ginger
1 teaspoon chilli powder
1 teaspoon salt
4 fresh green chillies, sliced
2 tablespoons chopped fresh
coriander leaves","• Put the cod, prawns and crab sticks in a mixing bowl.
• In a separate bowl, mix together the lemon juice, ground coriander, chilli
powder, salt and cumin. Pour this over the seafood, and mix together
thoroughly using your hands.
• Sprinkle on the cornflour, and mix again until the seafood is well
coated. Set aside in the refrigerator for about 1 hour to allow the
flavours to develop.
• To make the vegetable mixture, heat half of the oil in a preheated wok.
Add the onions and stir-fry until lightly browned.
• Add the cauliflower, beans, sweetcorn, ginger, chilli powder, salt and
chillies. Stir-fry for 7–10 minutes over a medium heat.
• Spoon the fried vegetables around the edge of a shallow dish, leaving a
space in the middle for the seafood.
• Wash the pan, then heat the remaining oil to fry the seafood pieces. Fry
in two or three batches until the pieces are golden brown. Remove with
a slotted spoon and drain on kitchen paper.
• Arrange the seafood in the middle of the dish of vegetables, and
serve immediately.",Seafood,40,"cod fillet, prawns, crab sticks, lemon juice, ground coriander, chilli powder, salt, ground cumin, cornflour, corn oil, onions, cauliflower, beans, sweetcorn, ginger, green chillies, fresh coriander leaves"
Seafood kebabs,"700g/1.5lb salmon fillet, skinned
and cut into 2.5cm/1in chunks
12 queen scallops, halved if they
are large
12 raw king prawns, peeled and
deveined, but tail left intact
4 tablespoons freshly squeezed
lime juice
2 tablespoons olive oil
4 fresh basil leaves, shredded
12 fresh bay leaves
salt and freshly ground black pepper
For the sauce
1 teaspoon grated fresh root ginger
1 tablespoon freshly squeezed
lime juice
12 fresh basil leaves, chopped
100g/4oz butter, softened
75ml/3fl oz dry white wine","• Soak 12 bamboo skewers in water for at least 30 minutes to prevent
them burning.
• Put all the seafood in a bowl, and mix with the lime juice, oil and basil.
Season with salt and pepper.
• Thread the salmon, prawns and scallops alternately onto the skewers,
adding a bay leaf to each skewer.
• To make the sauce, beat together the ginger, lime juice, basil and butter
with a little seasoning until well combined.
• Cook the kebabs under a medium grill or on a barbecue for
8–10 minutes, turning occasionally, until evenly cooked and lightly
browned on all sides.
• Meanwhile, boil the wine until it is reduced to 2 tablespoons. Remove
from the heat, and gradually whisk into the sauce. Serve the hot kebabs
with the sauce.",Seafood,20,"salmon fillet, queen scallops, prawns, lime juice, olive oil, basil leaves, bay leaves, salt, ginger, butter, white wine"
Mediterranean plaice rolls,"75g/3oz butter, plus extra
for greasing
4 plaice fillets, about 225g/8oz
each, skinned
1 small onion, chopped
1 celery stick, finely chopped
100g/4oz fresh white breadcrumbs
3 tablespoons chopped fresh
flat-leaf parsley
2 tablespoons pine nuts, toasted
4 pieces sun-dried tomatoes in oil,
drained and chopped
50g/2oz canned anchovy fillets,
drained and chopped
freshly ground black pepper","• Preheat the oven to 180°C/350°F/Gas mark 4. Grease an ovenproof
dish with a little butter.
• Cut the plaice fillets in half lengthways to make 8 smaller fillets. Melt the
butter in a pan, and add the onion and celery. Cover and sweat for
15 minutes, until soft. Do not allow to brown.
• Combine the breadcrumbs, parsley, pine nuts, sun-dried tomatoes and
anchovies. Stir in the softened vegetables with the buttery juices and
season with pepper.
• Divide the stuffing into eight portions. Taking one portion at a time, form
the stuffing into balls, then roll up each one inside a plaice fillet. Secure
each roll with a cocktail stick.
• Put the rolled-up fillets in the ovenproof dish. Bake for about 20 minutes
until the fish flakes easily when tested with a fork. Remove the cocktail
sticks, then serve the hot plaice rolls with a little of the cooking juices
drizzled over.",Seafood,30,"butter, plaice fillet, onion, celery, breadcrumb, parsley, pine nut, tomato, anchovy fillet, pepper"
Poached red emperor,"900ml/1.5pt coconut milk
2 teaspoons grated fresh root ginger
3 fresh red chillies, finely chopped
1 tablespoon chopped coriander
6 shallots, finely chopped
6 kaffir lime leaves
2 lemon grass stalks, white part
only and tough outer layer
removed, sliced
2 teaspoons grated lime zest
500ml/18fl oz fish stock
75ml/3fl oz Thai fish sauce
75ml/3fl oz freshly squeezed lime
juice, strained
4 red emperor fillets, about
250g/9oz each","• Bring the coconut milk to the boil in a saucepan, and boil for 3 minutes.
Add the ginger, chillies, coriander, shallots, lime leaves, lemon grass
and lime zest, and bring back to the boil. Add the stock and fish sauce,
and simmer for 15 minutes.
• Pass through a sieve, and add the lime juice.
• Heat the sauce in a wide frying pan and, when it comes to the boil, add
the fish, then reduce the heat and simmer gently for 10–15 minutes until
just cooked through.
• Transfer the fish to a serving platter and drizzle the sauce over the top.
Serve immediately.",Seafood,25,"coconut milk, ginger, red chilli, coriander, shallot, kaffir lime leaf, lemon grass, lime zest, fish stock, Thai fish sauce, lime juice, red emperor fillet"
Smoked haddock quiche,"225g/8oz ready-made shortcrust
pastry
25g/1oz butter
1 onion, sliced
15g/1⁄2oz plain flour
125ml/4fl oz milk
3 eggs, beaten
75g/3oz Cheddar cheese, grated
225g/8oz cooked smoked
haddock, flaked
3 tomatoes, chopped
salt and freshly ground black pepper","• Preheat the oven to 180°C/350°F/Gas mark 4. Roll out the pastry and
use to line a 23cm/9in flan dish.
• Melt the butter in a saucepan, and sweat the onion until soft. Stir in the
flour, then the milk, and bring to the boil, stirring continuously.
• Remove the sauce from the heat and add the eggs and half of the
cheese. Season with salt and pepper.
• Arrange the flaked fish and tomatoes on the pastry, and pour the sauce
over the top. Sprinkle with the remaining cheese.
• Bake in the oven for 30–40 minutes until set and golden brown. ",Seafood,40,"shortcrust pastry, butter, onion, flour, milk, egg, cheddar, smoked haddock, tomato, salt, pepper"
Fish Wellington,"50g/2oz butter
3 onions, thinly sliced
2 skinless monkfish fillets, about
300g/11oz each 1⁄2 teaspoon sweet smoked paprika
2 red peppers
1 large aubergine, cut into
1cm/1⁄2in slices
vegetable oil for brushing
375g/13oz block frozen puff pastry,
thawed
25g/1oz dried breadcrumbs
1 egg, lightly beaten
salt and freshly ground black pepper","• Melt the butter in a saucepan, add the onion and stir to coat. Cover and
sweat gently over a low heat, stirring occasionally, for 15 minutes.
Uncover and cook, stirring, for another 15 minutes. Cool, then season
with salt and pepper.
• Preheat the oven to 220°C/ 425°F/Gas mark 7.
• Rub one side of each monkfish fillet with the paprika, and put one fillet
on top of the other.
• Cut the peppers into quarters, remove the seeds and cook, skin side up,
under a hot grill until the skin blackens. Let them cool, then peel off and
discard the skin and dice the flesh.
• Put the aubergine on a baking tray. Brush with oil and sprinkle with salt
and pepper. Grill until golden, then turn and brown the other side.
• Roll out the pastry on a floured work surface until large enough to
enclose the fish. Sprinkle the breadcrumbs lengthways along the centre
of the pastry, and put the fish on top of the breadcrumbs. Top with the
onion, then the red pepper, then the aubergine.
• Brush the pastry edges with the egg. Fold the pastry over, pressing firmly
together to seal. Brush with egg, then bake in the oven for 30 minutes.
Slice and serve hot.",Seafood,50,"butter, onion, monkfish fillet, paprika, red pepper, aubergine, vegetable oil, puff pastry, breadcrumb, egg, salt, pepper"
Mixed seafood chowder,"1 onion, finely chopped
1 green pepper, seeded and
finely chopped
2 celery sticks, finely sliced
1 carrot, finely chopped
3 garlic cloves, finely minced
3 tablespoons olive oil
450g/1lb canned chopped
plum tomatoes
250ml/9fl oz tomato purée
1 tablespoon chopped fresh basil
leaves
1 bay leaf
1 teaspoon salt
1⁄2 teaspoon freshly ground
black pepper
450g/1lb halibut steak
12 fresh mussels
375ml/13fl oz dry white wine
250g/9oz raw prawns, peeled
and deveined
250g/9oz scallops","• Put the onion, green pepper, celery, carrot, garlic and olive oil in a
heavy saucepan or casserole dish, and sauté the vegetables on a
medium heat for 15–20 minutes. Stir in the tomatoes, tomato purée,
basil, bay leaf, salt and pepper.
• Increase the heat and bring to a rolling boil for 1–2 minutes, then reduce
the heat to low and simmer for 2 minutes.
• Meanwhile, skin and wash the halibut and cut into bite-size pieces.
Scrub the mussels thoroughly, removing the beards. Discard any that are
damaged or do not close when tapped on the work surface.
• Stir the white wine into the sauce, and remove and discard the bay leaf.
Add the halibut, prawns and scallops, and simmer for 10 minutes.
Arrange the mussels in a layer on top of the fish in the saucepan. Cover
tightly and steam for about 10 minutes or until the shells are fully opened
and the halibut flakes easily. Discard any mussels that do not open in
the cooking.
• Ladle into individual serving bowls and serve immediately.",Seafood,40,"onion, green pepper, celery, carrot, garlic, olive oil, plum tomato, tomato, basil leaf, bay leaf, salt, pepper, halibut steak, mussel, white wine, prawn, scallop"
Prawn & paneer kebabs,"3 tablespoons Greek-style yogurt
450g/1lb large prawns, peeled
and deveined but tails left intact 1⁄2 red pepper, seeded and cut into
chunks 1
]⁄2 yellow pepper, seeded and cut
into chunks 1⁄2 red onion, cut into small chunks
100g/4oz paneer cheese, cubed
75ml/3fl oz vegetable oil
1 teaspoon mustard seeds
3 curry leaves
25g/1oz grated coconut
For the spice paste
5 fresh green chillies
3 fresh red chillies
2 garlic cloves
2.5cm/1in piece of fresh root
ginger, chopped
2 tablespoons freshly squeezed
lemon juice
2 tablespoons vinegar
1 tablespoon cumin seeds
1 tablespoon garam masala
pinch of ground turmeric","• To make the spice paste, put all the ingredients in a blender or food
processor and add 75ml/3fl oz water. Purée to a fine paste.
• Transfer the paste to a large bowl, add the yogurt and mix well. Stir in
the prawns, peppers and onion, and marinate in the refrigerator for
1 hour.
• Spear the prawns, vegetables and paneer alternately onto bamboo or
metal skewers.
• Heat 4 tablespoons of the oil in a large frying pan over a medium heat.
Put the kebabs in the pan and cook for 10 minutes, turning regularly to
brown evenly.
• In a separate frying pan, heat the remaining oil, then add the mustard
seeds and curry leaves. As the mustard seeds begin to pop, pour the
contents of the pan over the cooked kebabs.
• Transfer the kebabs to serving plates, garnish with the coconut and serve
immediately.",Seafood,25,"greekk yogurt, prawn, red pepper, yellow pepper, red onion, paneer cheese, vegetable oil, mustard seed, curry leaf, coconut, green chilli, garlic, ginger, lemon juice, vinegar, cumin seed, garam masala, turmeric"
Pan-fried crusted fish curry,"4 dried red chillies
100g/4oz shallots
3 garlic cloves, chopped
2 lemon grass stalks, white part only
and tough outer layer removed,
finely sliced
4 fresh coriander roots
2 teaspoons grated lime zest
1⁄2 teaspoon green peppercorns,
roughly chopped
125ml/4fl oz vegetable oil
4 skinless snapper fillets, about
200g/7oz each
125ml/4fl oz coconut milk
1 tablespoon Thai fish sauce
4 kaffir lime leaves, finely shredded
2 tablespoons freshly squeezed
lime juice","• Soak the chillies in a bowl of boiling water for 15 minutes. Drain and
chop roughly.
• Put the chillies, shallots, garlic, lemon grass, coriander, lime zest,
peppercorns and 1 tablespoon of the oil in a blender or food processor,
and purée until a smooth paste forms. Spread the paste over one side of
each snapper fillet.
• Heat the remaining oil in a large heavy pan. Cook the snapper fillets for
3 minutes on each side until just cooked.
• Stir together the coconut milk, fish sauce, lime leaves and lime juice in a
bowl or jug. Pour over the snapper fillets, and simmer for 3 minutes.
Serve hot.",Seafood,30,"dried red chilli, shallot, garlic clove, lemon grass stalk, coriander, lime zest, green peppercorn, vegetable oil, snapper fillet, coconut milk, Thai fish sauce, kaffir lime leaf, lime juice."
Salmon in aspic,"1.8kg/4lb whole fresh salmon
1 teaspoon aspic jelly crystals
2 tablespoons redcurrant jelly
For the sauce
150ml/5fl oz red wine vinegar
1 onion, sliced
3 bay leaves
12 black peppercorns
450ml/3⁄4pt water","• Put the sauce ingredients in a large pan, and simmer for 20 minutes.
Cool and drain through a sieve.
• Put the salmon in a large heavy roasting tin, and pour the sauce over it.
Cover the tin and poach very gently for 20–30 minutes. Leave to cool.
• When completely cold, gently lift the fish out of the roasting tin. Carefully
peel off the skin and scrape off any dark brown flesh.
• Strain the cooking liquid through muslin, pour into a large pan and boil
over a high heat until the liquid has reduced to 300ml/10fl oz. Add the
aspic and redcurrant jelly, and stir to dissolve. Leave to cool and chill
until nearly set.
• Arrange the salmon on a plate, and brush with the liquid aspic. Chill
before serving.",Seafood,50,"salmon, aspic jelly crystal, redcurrant jelly, red wine vinegar, onion, bay leaf, black peppercorn, water"
Tuna with pak choi,"4 tuna fillets, about 175g/6oz each
3 fresh red chillies, thinly sliced
2 garlic cloves, thinly sliced
225ml/8fl oz red wine
1 tablespoon olive oil
200g/7oz pak choi, coarsely
chopped
100g/4oz button mushrooms,
halved lengthways
salt and freshly ground black pepper","• Put the pieces of tuna in a single layer in a glass or ceramic dish.
Sprinkle the chillies and garlic over the tuna, and pour the wine over the
top. Cover and marinate in the refrigerator for 1 hour.
• Lift the tuna out of the marinade, drain on kitchen paper and season with
a little salt.
• Pour the marinade into a small pan, season with salt and pepper, then
simmer for a few minutes until reduced by about half. Remove from the
heat, cover and keep warm.
• Heat a ridged cast-iron grill pan until very hot. Dip a wad of kitchen
paper in oil, and wipe it over the hot pan. Put the tuna in the pan, and
chargrill for 3–4 minutes.
• Heat the remaining oil in a wok or large deep frying pan until very hot.
Add the pak choi and mushrooms, and stir-fry over a high heat for about
3 minutes. Season with salt and pepper.
• To serve, cut the tuna fillets in half, mound the vegetables on warmed
plates and top with the tuna and marinade. Serve hot. ",Seafood,20,"tuna fillet, red chilli, garlic, red wine, olive oil, pak choi, button mushroom, salt, pepper"
